Date,Easy,Medium,Hard
29/06/21,"9,0,0,4,7,2,0,0,3,1,2,0,0,6,5,0,0,4,4,0,3,0,0,0,6,2,5,8,1,0,7,0,9,0,0,0,0,0,7,0,0,1,2,0,0,0,0,5,0,0,4,7,9,0,3,6,1,2,0,0,5,0,0,0,0,0,8,5,0,0,6,2,0,0,0,9,0,0,4,3,0","0,0,3,0,0,0,8,0,0,0,0,0,4,0,1,7,0,6,0,0,0,0,9,0,2,0,0,0,2,0,0,4,8,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,7,0,0,6,0,0,0,0,0,0,0,0,0,1,0,7,0,8,0,0,0,0,5,0,9,0,1,0,0,7,0,0,0","4,0,0,0,9,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,4,0,0,0,9,0,5,0,0,0,0,1,5,0,6,0,0,6,0,0,0,0,2,9,3,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,7,0,3,0,9,5,0,0,6,4,0,0"
30/06/21,"9,3,0,5,6,7,0,0,0,0,1,0,9,2,3,0,0,8,5,0,6,0,0,1,3,0,0,0,8,2,0,9,0,0,7,1,3,0,0,1,0,0,8,4,0,0,0,0,6,5,0,0,2,0,0,0,0,0,1,0,2,0,5,2,0,4,0,8,0,0,0,9,0,5,9,2,0,0,7,8,0","0,0,3,5,0,0,0,9,0,0,0,4,0,1,0,0,0,2,9,1,0,0,0,8,0,0,0,5,0,0,0,0,6,7,0,4,8,0,0,0,3,0,6,1,0,0,0,0,0,7,2,0,0,0,2,0,0,0,0,0,4,8,5,0,0,0,0,0,0,0,0,7,0,0,8,0,0,0,0,0,0","7,3,1,0,0,0,0,0,8,0,0,0,0,0,0,0,4,2,4,0,0,0,0,9,7,0,0,0,2,0,3,0,4,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,1,8,0,0,0,6,0,0,0,7,0,8,0,0,5,0,9,0,0,2,0,1,0,0,0,0,6,0,9,0,0,0,0"
01/07/21,"0,0,5,1,6,7,0,0,2,2,0,0,0,0,5,0,0,6,4,0,6,0,0,0,9,5,1,0,8,0,0,0,6,0,0,9,0,2,0,7,4,0,1,0,0,5,1,0,0,0,3,7,0,0,9,0,0,8,3,0,5,1,0,0,0,7,0,5,0,2,8,0,0,5,8,2,0,1,0,9,0","9,0,0,0,0,2,8,0,3,0,4,0,3,0,0,0,0,0,0,0,0,4,0,0,5,0,7,0,0,6,2,0,5,0,8,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,4,9,0,0,8,0,5,0,9,6,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0","0,0,0,8,1,0,0,4,0,0,2,0,0,0,0,0,0,6,3,4,0,7,2,0,9,0,0,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,1,0,7,0,3,0,0,0,0,0,6,0,7,0,0,0,0,0,0,0,3,5,0,0,1,0,0,4,7,0,0,0,0,0,0,9,0,5,0"
02/07/21,"4,0,0,0,0,3,5,1,0,3,0,0,0,9,2,8,0,6,8,1,9,0,4,0,0,0,0,0,0,2,0,0,9,1,8,0,7,0,8,3,0,0,0,5,0,0,4,1,0,8,7,9,0,0,0,6,0,7,3,0,2,0,5,0,7,0,2,0,5,0,0,0,2,0,0,9,0,0,0,3,1","0,0,0,0,0,2,0,7,5,0,0,6,0,0,0,0,0,0,0,0,4,0,6,5,3,0,0,0,2,0,0,8,3,0,6,0,0,0,1,0,2,0,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,7,0,9,8,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,9","0,0,6,0,5,0,0,9,0,3,0,0,0,0,0,0,7,8,0,0,0,0,9,8,0,0,0,0,8,0,0,0,6,0,0,3,0,0,5,2,4,0,0,0,9,0,1,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,0,0,6,0,7,0,0,0,0,9,0,0,0"
03/07/21,"0,5,0,2,6,9,0,0,0,7,0,8,0,0,4,5,0,9,0,9,0,0,8,5,0,3,1,3,0,0,4,2,0,9,0,0,9,8,5,0,0,0,7,4,0,0,7,4,5,0,8,0,0,0,0,0,9,0,0,2,8,5,7,5,3,0,8,0,0,0,0,0,0,0,7,0,5,0,0,0,6","7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,0,0,0,3,0,1,0,4,0,0,5,0,0,0,9,0,0,4,0,1,0,8,0,0,0,0,0,0,6,2,0,0,0,7,0,0,5,0,0,0,0,0,1,0,3,0,7,5,0,0,0,9,0,0,6,0,6,0,8,0,0,0,0,0,9","6,1,0,0,2,0,0,0,5,0,0,7,0,9,6,4,0,0,0,8,0,0,0,0,7,0,0,0,5,0,4,0,0,0,0,0,8,0,0,9,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,1,7,0,0,6,4,2,0,0,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0"
04/07/21,"0,3,0,6,0,7,0,1,5,0,1,0,5,9,0,6,0,0,5,6,0,3,0,0,0,7,4,0,7,0,0,6,0,1,2,0,8,0,1,0,2,0,5,6,0,0,9,2,7,1,5,0,0,0,0,0,0,2,3,9,0,5,6,4,0,6,0,0,0,0,0,2,0,0,3,0,0,0,0,8,0","9,3,0,6,0,0,4,0,0,1,0,0,0,0,0,6,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,6,3,0,0,0,0,4,0,8,1,0,0,5,6,0,0,0,4,0,2,0,0,8,0,5,0,7,0,0,0,1,0,0,0,0,5,8,0,0,0,0,4,7,0,0,9,0,0,0,0","0,0,6,0,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,4,1,0,0,3,0,0,0,0,8,0,0,0,5,1,0,7,3,6,0,0,7,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,1,0,2,0,0,7,0,0,8,2,4,1,3,0,0,0,0,0,0,8,0,0"
05/07/21,"8,9,0,0,0,0,1,6,5,0,1,0,3,5,8,0,2,0,0,2,4,1,9,0,0,0,0,4,0,5,0,8,1,0,0,0,1,0,9,0,0,2,5,0,8,0,0,8,4,0,5,0,3,1,6,0,0,0,7,0,0,0,0,3,8,1,5,0,0,6,0,0,0,0,0,0,0,0,8,5,2","9,0,0,8,1,0,0,5,2,7,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,8,0,0,8,4,0,0,0,0,0,6,0,0,2,0,0,8,0,0,4,0,9,0,0,0,0,0,0,0,3,4,0,9,8,0,0,0,0,0,6,0,0,0,5,9,0,0,0,0,0,0,4,0,0,0,0","0,0,1,0,0,4,2,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,6,0,4,0,8,3,0,0,5,0,0,0,0,0,0,7,0,0,2,5,0,0,0,6,0,8,9,0,0,0,0,0,0,0,3,0,0,0,6,0,0,5,0,0,0,0,0,0,8,0,0,4"
06/07/21,"9,3,7,6,0,5,0,0,0,6,0,0,0,0,9,2,7,5,8,0,0,0,4,7,9,0,0,0,0,3,0,9,0,7,1,0,7,8,0,0,0,0,0,9,2,2,0,9,7,0,6,0,5,0,0,2,5,0,0,0,0,0,7,0,7,0,0,8,4,0,2,0,0,0,0,5,7,0,3,0,1","0,3,0,0,0,9,0,0,8,0,0,0,2,0,0,1,0,0,4,0,2,8,0,0,0,5,3,6,0,0,0,0,0,2,0,0,1,0,7,0,0,2,0,0,5,0,0,5,0,1,0,0,0,4,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,4,1","0,4,0,0,0,0,6,1,2,0,8,2,9,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,8,5,0,0,3,7,0,0,1,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,5,1,0,9,0,0,0,7,0,0,0,4,0,1,0,0"
07/07/21,"0,1,0,2,4,0,8,6,0,0,8,0,0,0,5,7,0,4,6,5,4,0,8,0,9,0,0,0,4,8,9,0,0,0,7,0,7,0,9,0,0,0,4,8,1,0,0,0,8,0,4,0,2,0,4,0,1,3,5,0,0,0,0,8,0,0,0,2,1,6,0,0,3,0,0,4,6,0,0,0,8","0,9,5,0,0,0,0,0,0,0,0,7,0,6,0,0,3,0,8,0,0,9,0,0,0,0,7,0,0,0,6,0,0,9,2,0,0,0,0,0,1,8,0,4,0,0,5,0,7,0,4,0,0,0,0,3,0,0,2,0,0,9,0,0,0,0,0,0,0,0,8,0,2,0,0,3,0,0,0,0,0","6,0,0,0,7,0,0,0,5,0,0,3,0,0,1,0,7,6,0,0,0,0,0,2,4,0,0,1,2,0,0,0,7,0,0,0,0,5,0,0,0,0,1,0,0,0,0,9,0,0,0,5,0,8,0,8,4,2,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,8,0,0,1"
08/07/21,"0,1,6,0,8,4,2,0,0,0,2,0,3,0,0,8,6,0,0,8,0,0,0,6,1,4,9,6,0,7,0,0,0,0,2,4,2,0,1,0,9,0,0,8,0,9,0,8,7,4,0,0,0,6,8,9,0,0,0,3,0,0,0,0,6,0,0,5,1,0,0,2,0,0,0,0,6,9,4,3,0","2,5,0,0,9,0,0,0,0,0,0,0,0,0,0,4,0,0,7,0,0,0,5,0,8,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,6,0,0,0,0,5,6,1,0,7,8,0,0,0,0,0,6,0,0,0,1,0,9,0,2,0,0,3,0,5,0,2,8,0,0,0,0,0","0,0,0,0,0,7,0,0,4,0,9,0,6,0,0,0,0,0,0,0,1,5,0,4,2,0,0,0,0,8,7,0,0,0,0,2,2,0,0,0,0,0,0,0,0,4,7,0,0,0,2,0,5,3,0,0,0,0,0,6,8,0,0,1,0,2,0,0,0,0,0,7,6,8,0,0,0,0,1,0,0"
09/07/21,"0,0,6,0,1,0,7,3,5,3,7,4,0,0,8,9,0,0,0,0,2,0,7,9,0,0,0,4,2,8,5,0,0,0,0,3,6,0,0,0,0,2,0,7,8,5,0,0,8,9,1,0,0,0,8,0,0,7,2,0,4,0,9,0,1,3,0,0,0,0,6,0,0,4,0,1,8,0,0,0,2","0,7,0,0,8,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,8,5,4,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,2,0,0,0,3,1,5,9,0,0,0,0,2,0,9,0,0,3,0,0,2,0,0,0,8,0,0,9,0,6,0,0,0,6,4,2,0,0,0,0,0","0,4,2,3,0,5,0,7,0,1,0,0,0,0,0,9,0,0,0,0,7,0,0,0,0,0,0,7,0,9,0,8,0,0,0,0,0,0,0,0,0,7,0,1,0,2,6,0,0,0,0,0,0,0,0,9,0,0,0,0,8,0,1,3,0,0,0,4,0,6,2,0,0,0,0,0,0,0,0,3,0"
10/07/21,"0,8,0,0,0,0,6,1,3,6,0,0,9,3,8,4,0,0,7,4,0,6,0,0,8,0,0,0,0,8,7,6,9,0,0,2,5,0,7,8,0,0,9,3,0,4,0,9,0,5,0,0,0,8,0,1,5,0,0,6,0,7,0,2,7,0,4,0,0,0,8,0,0,0,0,2,0,7,0,0,6","0,0,6,0,9,3,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,2,6,0,0,0,7,0,0,0,0,3,4,0,7,9,3,0,8,0,0,0,0,4,0,2,0,0,0,0,0,6,0,0,0,1,0,0,9,0,0,1,0,0,0,3,7,0","0,0,0,0,0,0,0,2,0,0,0,0,9,7,0,0,0,6,0,0,1,0,2,0,9,0,3,6,9,4,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,5,0,2,0,0,7,0,0,0,0,0,0,0,5,0,0,0,8,4,0,0,8,0,0,1,0,0,0,0,5,7,0,3,6,0,9"
11/07/21,"0,8,0,5,4,6,0,2,0,2,3,7,9,0,0,0,0,5,4,0,6,3,7,0,1,0,9,6,7,2,0,0,0,0,0,0,0,0,0,0,0,8,9,6,1,0,0,8,4,6,3,0,0,0,3,0,4,0,5,7,2,0,0,0,6,0,0,0,0,8,5,0,0,0,0,6,1,0,0,0,7","0,0,0,2,9,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,0,0,7,5,0,0,0,2,0,0,0,0,0,0,7,3,8,0,0,2,5,6,0,5,4,0,0,0,0,0,0,2,0,8,0,3,5,0,0,0,4,0,0,4,0,0,0,0,0,0,0,7,0,0,0,0,0,8,0","0,0,0,0,3,4,0,0,0,4,0,0,5,0,0,0,8,1,0,0,7,0,2,0,0,5,0,0,1,0,0,0,0,0,0,0,0,3,0,6,0,0,0,0,4,0,8,0,0,7,0,0,2,0,0,5,0,8,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0"
12/07/21,"4,7,1,0,3,5,0,0,0,9,0,0,0,0,8,0,6,3,6,3,0,1,0,0,0,5,4,7,0,6,0,0,0,0,2,0,0,9,0,5,0,0,4,1,8,0,0,0,9,2,3,5,0,0,8,4,9,0,0,7,0,0,0,0,1,0,3,0,4,9,0,0,0,0,7,0,1,0,2,0,5","0,0,0,4,0,9,0,2,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,2,0,0,1,7,0,6,0,0,0,0,7,8,0,5,0,0,0,0,0,0,0,3,4,7,0,0,7,0,5,0,0,0,8,0,0,0,6,0,7,0,0,2,0,0","2,0,0,0,0,0,0,1,9,0,0,5,0,0,0,4,0,2,0,0,9,0,0,0,0,3,5,0,0,1,7,0,4,0,0,0,0,0,0,3,8,0,0,0,0,8,3,0,0,2,0,0,0,0,0,0,0,6,0,7,0,0,4,5,8,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0"
13/07/21,"0,6,4,5,3,0,1,0,0,0,0,0,0,0,1,8,6,5,0,0,7,0,2,0,3,0,0,9,0,2,0,0,5,0,3,8,3,0,0,0,1,8,6,9,0,0,0,8,9,7,0,2,0,0,0,0,0,1,0,7,0,8,6,5,0,0,3,9,0,0,1,0,7,9,1,6,0,0,0,0,0","7,9,0,0,0,5,8,0,0,0,0,0,0,6,7,0,0,0,0,0,4,8,0,0,0,0,7,0,0,0,0,0,0,7,1,6,0,1,2,0,0,0,0,0,0,0,5,0,4,0,8,0,0,2,0,0,8,0,7,0,0,0,0,5,0,0,0,0,0,4,0,3,9,0,3,0,0,0,0,0,0","0,0,0,0,2,0,0,0,0,2,0,0,0,0,6,0,0,9,0,0,1,5,0,0,7,4,0,8,1,0,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0,0,0,0,0,0,8,0,0,0,0,0,1,6,4,3,0,0,8,0,0,0,0,0,0,6,0,7,0,9,0,0"
14/07/21,"2,8,5,0,0,0,0,0,3,1,0,3,0,9,0,0,6,4,0,0,6,7,0,0,5,0,1,8,0,0,0,1,2,0,0,0,0,9,1,0,0,0,6,4,2,5,2,0,3,0,0,1,0,9,0,5,0,0,0,4,7,3,0,0,1,0,0,8,3,0,9,0,0,3,8,6,0,9,0,0,0","0,0,5,0,8,1,0,9,7,0,0,0,0,0,9,1,0,0,0,0,0,6,0,0,0,8,0,0,4,0,2,6,3,0,0,0,0,5,0,9,0,0,2,0,1,7,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,3,4,9,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0","0,4,0,3,5,0,0,1,8,0,2,0,7,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,6,0,0,0,1,5,6,0,0,3,0,0,7,0,1,0,0,4,0,0,0,0,0,0,3,0,2,0,0,0,6,0,0,0,7,0,0,0,0,0,9,0,0,0,6,8,0,0,0,0"
15/07/21,"8,0,0,3,1,2,9,0,0,9,0,6,0,4,0,0,8,3,1,4,3,8,0,6,0,0,0,0,6,0,0,7,8,2,0,4,0,0,4,0,2,0,8,5,0,0,8,9,0,0,0,0,0,7,3,0,5,0,0,0,4,9,0,4,7,0,1,0,0,0,0,2,6,0,0,4,0,3,0,0,0","3,0,9,4,0,0,7,0,1,0,6,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,9,7,0,9,0,0,0,0,4,0,6,2,0,0,0,0,1,7,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,7,0,8,0,0,0,8,0,2,0,0,3,0,0,9","0,0,0,0,8,0,5,0,0,0,1,0,0,0,0,0,3,0,0,8,0,0,4,1,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,2,0,1,8,0,0,0,7,4,0,0,9,0,0,7,4,0,0,0,0,2,0,9,0,0,9,0,6,0,0,0,0,0,6,1,0,0,0,0,0,7"
16/07/21,"6,0,5,0,4,0,3,2,0,1,0,0,2,0,6,0,4,5,7,0,2,0,0,3,0,0,9,0,7,0,9,6,0,5,0,4,0,5,0,0,0,1,0,0,0,8,2,6,0,0,0,0,0,7,2,6,0,0,1,9,0,0,3,0,0,7,3,0,0,9,6,0,0,3,0,6,2,4,0,0,0","0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,8,2,0,1,0,5,8,0,2,0,0,4,9,0,0,0,0,6,9,0,0,3,0,0,0,0,0,0,0,0,5,0,1,0,0,4,5,0,0,2,0,0,6,0,0,0,0,2,0,0,0,0,7,0,3,1,0,0,0,0","1,0,0,0,0,0,0,2,0,0,0,3,8,0,0,5,0,0,0,0,0,7,2,0,8,0,0,0,0,0,0,0,0,2,5,0,0,0,0,3,6,0,9,7,0,0,7,0,0,8,0,0,4,3,3,5,0,0,0,0,0,0,0,0,0,2,0,0,3,0,8,0,4,0,9,1,0,0,0,0,0"
17/07/21,"3,1,0,6,9,4,0,7,0,2,9,0,0,0,0,3,4,1,4,0,0,3,1,2,0,0,0,7,6,3,4,0,0,0,0,0,0,0,5,0,0,6,7,0,4,0,0,0,0,2,3,9,0,0,0,7,0,0,0,1,0,8,3,0,0,9,5,3,0,1,0,0,0,3,1,0,0,0,6,0,9","6,0,0,1,8,0,0,3,0,0,0,0,0,9,0,0,5,6,3,0,0,0,0,0,2,0,0,0,0,4,0,0,0,9,0,0,0,0,3,0,5,8,0,0,0,9,0,0,0,1,0,0,0,2,8,0,0,6,0,1,0,0,9,0,0,0,0,0,0,6,0,0,2,0,0,4,3,0,8,0,0","1,4,0,0,0,0,0,0,9,0,0,7,0,0,3,0,0,0,0,8,0,0,6,4,0,0,0,8,0,0,0,9,5,4,0,0,7,0,0,0,0,2,5,0,8,0,0,0,7,0,0,2,0,0,5,0,1,8,0,0,0,0,0,0,0,9,0,0,7,0,2,0,0,0,0,0,5,0,0,0,0"
18/07/21,"8,0,2,9,4,3,0,1,0,1,0,0,0,0,6,0,0,9,9,0,3,0,0,0,2,0,0,0,1,4,0,3,0,9,7,8,0,8,0,0,7,4,0,0,6,0,7,0,8,1,0,4,0,0,0,2,5,0,0,1,0,6,0,6,0,0,0,0,8,7,9,0,0,0,8,3,0,0,5,4,0","0,0,0,0,0,0,2,0,4,0,0,0,0,6,9,8,0,0,0,5,0,1,0,0,0,0,7,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,6,0,5,7,4,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,8,0,0,2,1,7,0,0","0,0,0,0,0,1,8,0,3,0,0,0,0,5,0,0,0,0,0,1,7,3,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,7,2,0,1,0,6,1,3,0,0,8,0,7,0,0,7,0,4,0,0,5,0,0,0,0,2,1,0,0,7,6,9,0,9,6,0,0,0,0,0,0,0"
19/07/21,"0,9,0,0,4,0,6,2,3,0,0,4,2,3,6,9,0,0,0,6,0,7,0,0,0,5,0,7,0,0,0,0,2,3,6,0,2,0,0,0,5,7,4,0,0,0,4,1,8,0,0,0,0,0,4,0,0,9,2,8,0,0,0,0,7,8,3,0,0,0,4,9,9,0,5,0,0,0,8,3,6","0,0,4,0,5,0,0,1,0,3,0,0,0,9,0,0,6,0,0,7,9,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,3,8,0,0,0,0,5,7,6,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,3,8,2,0,1","7,2,0,0,0,0,0,0,8,0,0,0,0,4,5,3,0,0,0,0,0,0,0,9,0,0,0,5,0,0,2,0,0,0,9,7,6,0,1,0,0,0,0,0,4,0,0,0,5,9,0,0,0,0,1,0,7,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,8,2,0,0,0,0,4,0"
20/07/21,"5,8,7,3,4,0,6,0,0,6,0,0,7,0,8,0,4,3,0,0,4,2,0,0,5,0,8,1,0,0,0,8,0,3,2,0,0,9,0,4,3,0,0,8,0,3,0,0,0,6,2,7,0,0,0,5,0,0,0,4,8,3,1,0,6,0,0,0,0,0,0,9,8,0,2,5,0,3,0,0,0","4,0,0,0,0,0,0,0,1,0,0,0,3,0,2,9,0,0,0,0,0,6,0,0,7,4,0,0,5,0,0,0,7,0,6,0,7,0,8,1,6,0,0,3,0,0,0,3,8,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,7,0,2,0,8,0,0,0","0,0,0,0,9,3,0,0,0,0,0,0,1,0,8,0,0,5,5,0,0,0,0,0,0,2,8,0,0,2,0,7,0,0,1,0,0,0,9,0,0,0,6,0,0,0,0,0,4,0,0,7,0,0,0,9,7,0,0,0,0,0,0,1,0,8,0,0,0,0,9,6,0,0,0,0,0,6,0,4,0"
21/07/21,"0,0,4,8,1,3,6,0,0,0,1,2,4,0,0,3,0,0,0,3,5,0,0,6,0,1,7,7,6,0,0,3,4,0,0,0,1,2,0,0,9,0,0,0,0,0,0,0,2,0,0,1,3,8,3,0,7,0,5,0,0,2,4,2,0,1,0,4,9,0,0,0,4,0,0,0,0,0,9,7,1","0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,0,9,0,6,0,0,5,0,1,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,2,0,3,8,0,5,2,3,0,0,4,0,0,0,7,0,0,0,0,8,6,0,0,0,0,0,7,0,0,0","0,0,3,0,0,0,7,0,0,1,0,0,0,8,0,0,0,3,0,9,0,7,0,1,0,4,0,7,0,0,0,9,2,4,0,0,0,0,0,4,0,0,0,5,0,9,4,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,4,0,0,0,0,0,6,0,0,0,0,8,7,0"
22/07/21,"0,0,1,5,6,0,0,9,3,8,6,0,3,0,4,0,0,0,3,5,2,8,0,0,0,0,6,0,3,5,0,9,0,0,2,0,2,1,8,0,5,6,0,0,0,0,0,0,0,0,0,1,5,7,6,2,0,9,8,0,0,0,0,0,0,3,1,0,0,4,0,0,1,9,0,6,4,0,5,0,0","0,0,0,0,0,9,0,3,0,0,2,4,0,6,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,7,0,0,5,6,0,0,0,0,8,3,0,0,0,3,0,5,0,0,0,9,0,0,0,7,2,0,0,0,0,0,0,1,0,7,4,0,0,5,0,0,0,0,0,0,0,4,0,2","0,0,5,0,0,0,8,1,0,0,0,0,0,2,0,0,0,3,4,7,0,0,0,1,2,5,0,0,0,1,0,0,0,0,0,4,0,0,0,0,3,0,0,0,8,7,8,0,6,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,7,0,0,3,0,0,0,9,0,0,4,0,7,0"
23/07/21,"6,0,0,7,0,5,1,9,0,1,3,0,0,0,6,7,0,0,8,0,0,0,4,0,2,3,0,0,7,1,0,0,4,5,0,2,0,4,0,0,5,0,9,0,3,0,0,5,9,2,1,0,0,7,0,0,8,0,1,0,0,0,5,4,0,0,0,7,2,0,6,0,0,0,2,4,0,0,3,0,1","0,7,0,0,2,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,5,8,6,0,0,0,1,2,0,7,0,0,0,8,0,0,0,9,0,0,0,0,4,0,0,0,2,0,0,0,0,0,3,0,0,5,4,6,0,9,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0","0,0,3,0,0,0,0,1,0,0,7,0,0,0,1,5,8,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,9,0,0,2,0,0,0,6,0,0,3,0,0,3,2,0,0,0,8,0,7,0,1,0,0,0,0,0,0,4,0,0,0,2,0,6,4,0,0,9,0,0,0,0,0,0,6,0,0"
24/07/21,"4,7,0,9,0,0,0,8,6,0,2,0,5,0,7,0,0,3,9,5,1,0,0,0,0,0,2,0,1,0,3,0,8,0,6,4,3,4,9,0,6,0,0,0,0,0,0,0,4,1,0,3,2,0,1,0,4,2,0,0,9,3,0,0,0,0,0,7,9,2,0,0,2,9,7,0,0,0,0,1,0","7,1,0,2,0,0,0,9,0,4,9,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,0,5,8,0,0,1,0,0,0,6,0,1,0,0,0,2,0,0,0,0,0,7,4,8,0,0,3,7,0,0,8,0,9,0,5,0,8,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0","0,0,6,0,0,5,0,9,0,5,0,0,0,0,9,0,7,0,0,0,8,0,0,0,0,0,0,0,0,5,0,0,0,4,2,0,0,7,0,0,3,2,0,0,0,0,0,4,0,6,8,0,0,1,8,0,0,0,0,0,0,0,9,0,4,0,0,0,0,6,0,0,0,6,0,1,0,0,0,0,0"
25/07/21,"0,7,2,1,9,0,4,0,6,3,6,9,0,7,0,0,0,0,0,0,0,0,8,0,9,7,2,0,0,3,0,0,1,0,9,4,5,0,6,9,0,0,0,8,0,9,0,0,8,2,0,0,0,5,0,3,1,0,0,8,7,0,0,2,9,0,0,0,3,0,5,0,0,0,0,6,0,9,8,2,0","0,0,8,0,0,0,0,9,0,2,1,0,6,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,2,5,0,0,1,0,2,0,0,0,0,0,6,9,8,0,0,0,0,0,0,7,0,1,0,3,0,0,0,0,4,0,7,4,0,5,6,0,0,2,0,0,0,0,3,0,0,7,0,0","0,2,9,8,0,0,0,0,7,0,0,1,0,0,6,0,0,0,0,8,0,0,0,7,2,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,0,0,3,5,0,0,6,0,3,0,0,0,0,8,0,7,0,0,4,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,3,0,0,2,8,0,5"
26/07/21,"0,9,4,0,0,0,5,6,0,2,0,0,0,5,8,7,9,0,0,7,5,9,0,0,1,0,2,4,0,2,6,0,5,0,0,9,6,0,7,0,2,0,0,1,0,0,0,0,7,1,0,6,0,5,0,0,1,0,9,2,0,8,0,0,8,0,0,6,0,2,0,0,3,2,0,0,0,1,0,0,7","0,0,0,0,0,4,0,0,2,0,6,0,3,5,0,1,0,0,3,0,0,1,0,0,0,0,6,0,0,0,0,0,5,0,0,0,5,0,0,0,0,7,8,0,0,0,0,2,0,4,0,0,0,0,8,0,0,0,0,6,9,1,0,1,0,7,4,0,0,0,0,0,0,5,3,0,0,0,0,0,0","1,0,0,0,0,2,0,0,0,0,0,3,0,0,4,0,5,0,0,0,0,0,8,0,3,0,9,0,2,8,0,4,0,0,0,0,9,7,0,0,5,0,2,0,0,0,0,0,0,0,0,4,6,0,0,6,0,7,3,0,0,9,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0"
